"place_id","name","rating","review_count","price_level","address","phone_number","latitude","longitude","business_status"
"ChIJT6J4MSIPZ0gRVJUCr5G6TUs","Salsa - Authentic Mexican Food","4.4","947","1","Custom House Square, Mayor Street Lower, International Financial Services Centre, Dublin","+353 1 791 9672","53.3495934","-6.243239399999999","OPERATIONAL"
"ChIJu7PiMqAOZ0gR2gntqivTlYg","Zambrero Hatch Street","4.2","222","2","Hatch Street Upper, Saint Kevin's, Dublin 2","+353 1 517 6279","53.3332369","-6.2618917","OPERATIONAL"
"ChIJa4Y4WyIPZ0gRNahnyCEDSoE","Tacos by Agave","4.7","168",,"37 Aungier St, Dublin",,"53.3387383","-6.2658939","OPERATIONAL"
"ChIJT2w3XE4PZ0gR09XIojKiP6I","Masa Drury St","4.4","1546",,"2–3 Drury St, Dublin 2",,"53.3412844","-6.264107","OPERATIONAL"
"ChIJXwtEdJoOZ0gRSdJ7fBS8lfk","Mama's Revenge","4.5","1044","1","12 Leinster St S, Dublin 2","+353 1 661 9289","53.3419257","-6.2537769","OPERATIONAL"
"ChIJ-V9iUYQOZ0gRD69tNxePlRI","Boojum - Abbey Street","4.3","2995","1","3 Abbey Street Lower, North City, Dublin 1","+353 1 874 7237","53.3486394","-6.2590977","OPERATIONAL"
"ChIJW1LNNpwOZ0gRw9H0IhZrk5s","Pablo Picante","4.4","2105","1","4 Clarendon Market, Dublin Southside, Dublin","+353 1 633 4245","53.340844","-6.2629741","OPERATIONAL"
"ChIJdS31eb8JZ0gR4nWBLe2qF_E","Vida's - Mexican Cantina and Cocktail Bar","4.3","410",,"16 Sandyford Rd, Dundrum, Dublin","+353 86 032 4189","53.2886429","-6.2441461","OPERATIONAL"
"ChIJjQNJPwALZ0gRyZk_CCWARQ8","Priory Market","4.4","398",,"Main Rd, Tallaght, Dublin","+353 85 730 4777","53.2877545","-6.3519718","OPERATIONAL"
"ChIJsRRMhycPZ0gRrowmhvXtZl0","Brassa","5","8",,"Ballybough Rd, Drumcondra, Dublin","+353 83 180 6976","53.3605333","-6.2440153","OPERATIONAL"
"ChIJgeaOBlYPZ0gRkbUWZMPPcII","El Silencio","4.3","249","2","4 Clarendon Market, Dublin 2",,"53.3408896","-6.2630214","OPERATIONAL"
"ChIJpXlM1kILZ0gRGwIUQbRV3Hs","El Milagro Mexican food","4.4","11",,"Priory market, Main Rd, Tallaght, Dublin",,"53.2877073","-6.3515691","OPERATIONAL"
"ChIJ2-usym4OZ0gRbgYgvT3YsWw","Mr Burrito Dublin","4.3","440","1","86 Drumcondra Rd Upper, Drumcondra, Dublin 9","+353 1 537 7780","53.37153010000001","-6.253017499999999","OPERATIONAL"
"ChIJ0xYuKt1tZ0gRlX1beCx4Ycc","Boojum - Blanchardstown","3.6","690","1","Unit 452, Blanchardstown Centre, Coolmine, Dublin 15","+353 1 823 7264","53.3927481","-6.3949529","OPERATIONAL"
"ChIJBwPRdy0PZ0gRb12lsgx0e1c","Masa Camden St","4.6","345",,"19 Camden Street Lower, Saint Kevin's, Dublin","+353 87 052 1807","53.3352544","-6.2649807","OPERATIONAL"
"ChIJEV3i4ZsOZ0gRXm26Meidh8g","Pablo Picante","4.2","259",,"32 Dawson St, Dublin 2","+353 1 738 3930","53.3401576","-6.258702599999999","OPERATIONAL"
"ChIJd6_Kn_0PZ0gRxqthsD2tko0","Tula Mexican Grill","4.7","68",,"12 Baggot Street Lower, Dublin 2",,"53.33795850000001","-6.252231999999999","OPERATIONAL"
"ChIJUy5vgiAMZ0gRnE1on9PEVvw","Boojum - Kevin Street","4.4","1922","1","College Court, 6 Kevin Street Lower, Portobello, Dublin 8","+353 1 809 0077","53.337512","-6.266756399999999","OPERATIONAL"
"ChIJmXUhx70OZ0gROAHlzS0XfiM","Boojum - Mespil Road","4.1","1504","1","63 Mespil Rd, Dublin 4","+353 1 667 6062","53.3336349","-6.2461774","OPERATIONAL"
"ChIJ4aHdnJcOZ0gRyOMveMzVqQI","Pablo Picante Californian Burrito Bar","4.3","474","1","131 Baggot Street Lower, Dublin 2","+353 1 662 9773","53.3375548","-6.2516085","OPERATIONAL"
"ChIJDTtAm5EOZ0gRXUNPYRM3MJ4","Zambrero Pearse Street","4.2","447","1","Trinity Central, Pearse St, Dublin 2","+353 1 670 6684","53.3434205","-6.247272799999999","OPERATIONAL"
"ChIJ574WA50OZ0gRvv97CMENoSM","Boojum - George's Street","4.2","1252","1","Castle House, 73-83 South Great George's Street, Dublin","+353 1 425 4082","53.3431216","-6.2645607","OPERATIONAL"
"ChIJ1eUuDScPZ0gRLDQShOkN3WQ","Tula Mexican Grill","4.3","522",,"30 Essex St E, Temple Bar, Dublin","+353 1 444 6585","53.3453254","-6.2651653","OPERATIONAL"
"ChIJ26pbcX4bZ0gRERwXaS5iIIc","Adobo Mexico","4.8","64",,"18 Parkside Cl, Malahide Rd, Balgriffin, Dublin","+353 87 665 1131","53.4057013","-6.1671345","OPERATIONAL"
"ChIJxz2NI40PZ0gRFRk5FMwDtEg","Suertudo","4.2","128",,"47, Ranelagh, Dublin 6","+353 1 497 8010","53.3247663","-6.2541216","OPERATIONAL"
"ChIJ76k9Jg4PZ0gRFr4Rx2si1qI","Chubbys","4.4","277",,"Rere of 46, Clontarf Rd, Clontarf, Dublin 3",,"53.3633452","-6.2192525","OPERATIONAL"
"ChIJJ2N8vEoNZ0gRNiCjKbJEybk","The Rialto Bridge Cafe","4.5","340","2","568 S Circular Rd, Rialto, Dublin 8","+353 1 430 5808","53.33722239999999","-6.298909","OPERATIONAL"
"ChIJj7Y0ZP0PZ0gRSD_CXNhOPK4","Salsa - Authentic Mexican Food","4.5","160",,"7 King St N, Dublin","+353 83 456 5313","53.3505915","-6.271262699999999","OPERATIONAL"
"ChIJ-dCAuUMNZ0gRyFL7TAzt07M","Zambrero Long Mile Road","5","1",,"12, Long Mile Rd, Fox-And-Geese Common, Dublin 12",,"53.32369749999999","-6.3508684","OPERATIONAL"
"ChIJAR1EJQMRZ0gRVK-Yg4F10qE","Noah & Co","3.6","174",,"Malahide Rd, Barrysparks, Swords",,"53.4541567","-6.218565099999999","OPERATIONAL"
"ChIJ8XtpTuYPZ0gRMvS4YzcWpx8","Tula Mexican Grill","4.5","169",,"20 Baggot Street Upper, Ballsbridge, Dublin","+353 1 567 2049","53.3335975","-6.243809","OPERATIONAL"
"ChIJvye8_ZcJZ0gRqFoswlhhC5w","Fire & Stone Eatery","4.6","611","2","Belarmine Hall, Belarmine Ave, Belarmine, Dublin 18","+353 1 295 9009","53.2607396","-6.2208098","OPERATIONAL"
"ChIJ1092PMsPZ0gRyKPedFXuhV0","Fuppin Delish","4.6","40",,"79-81, Ranelagh, Dublin 6","+353 87 614 1229","53.3240754","-6.2523401","OPERATIONAL"
"ChIJg8jt7S4MZ0gRGL2bc0HSEHQ","Boojum - Smithfield","4.2","1300","1","Block C, 19 Smithfield, Arran Quay, Dublin","+353 1 878 3305","53.3483229","-6.2785872","OPERATIONAL"
"ChIJg5c1CyoNZ0gRXmtWX3TFM-c","Chilangos IE","4.7","89",,"568 S Circular Rd, Rialto, Dublin 08","+353 1 430 5808","53.3372435","-6.298891299999999","OPERATIONAL"
"ChIJWzMj-gsJZ0gRvF0AOjkw1N4","Chopped Sandyford","3.7","123","2","Apex Buildings, Blackthorn Dr, Sandyford Business Park, Dublin","+353 1 568 2856","53.2769375","-6.218321899999999","OPERATIONAL"
"ChIJq6qq9mUJZ0gR311ylgWgEGI","Zambrero","3.6","52","2","16 Sandyford Rd, Dundrum, Dublin 16","+353 89 234 0604","53.286885","-6.2426415","OPERATIONAL"
"ChIJVRLI36sJZ0gRDG6Kmf5j3BA","Smash It","3.5","233",,"Dundrum Town Centre, Dundrum, Dublin",,"53.2881888","-6.2436012","OPERATIONAL"
"ChIJAYl3u_1zZ0gRhE0xUTbJOts","Zambrero Liffey Valley","4.5","140",,"Liffey Valley Shopping Centre, K9, Fonthill Rd, Clondalkin, Dublin","+353 1 626 4491","53.3534161","-6.390657399999999","OPERATIONAL"
"ChIJo285TgkNZ0gR9ILNd4DKiRg","Tacos Lupillo ""The Saint"" (Mexican Street Food)","4.5","48",,"1 St Vincent St W, Inchicore, Dublin 8",,"53.33953760000001","-6.3187335","OPERATIONAL"
"ChIJFeaaCHYPZ0gRjSpfEhkitm4","La Gordita","4.7","323",,"6 Montague St, Dublin","+353 1 531 3303","53.3365619","-6.264671","OPERATIONAL"
"ChIJld5r-sgFZ0gRbYgYY3w16fY","Gringo’s Cantina","4.3","24",,"3a Harbour Rd, Howth, Dublin","+353 83 173 3557","53.3886082","-6.072915000000001","OPERATIONAL"
"ChIJPym3HO0OZ0gRAKutWbETiS4","Boojum - Hanover Quay","4.2","1183","1","South Dock House, Unit H1 & H5, 1 Hanover Quay, Docklands, Dublin 2","+353 1 672 4494","53.3443122","-6.237329799999999","OPERATIONAL"
"ChIJZfTbOupzZ0gRjHfc-rx4tIQ","Boojum - Liffey Valley","3.9","185","1","Unit R8, Liffey Valley Shopping Centre, Fonthill Rd, Clondalkin, Dublin","+353 1 605 5178","53.3528733","-6.3929262","OPERATIONAL"
"ChIJs0HQP-kJZ0gRVgzpon3oaeU","Zambrero Cherrywood","4.2","150",,"Grand Parade Laughanstown, Cherrywood","+353 1 538 4835","53.2447209","-6.144369699999999","OPERATIONAL"
"ChIJZ7b-pccHZ0gRWKSJqQSAGQs","Papi Chulo","4.7","212",,"Unit 4a, the Pavillions, Marine Rd, Dún Laoghaire, Dublin","+353 1 215 0437","53.2933607","-6.134760099999999","OPERATIONAL"
"ChIJXcdLctsNZ0gRwIdxjDKL2I4","Zambrero Grangegorman","4.5","60",,"18 Grangegorman Lower, Dublin 7","+353 83 351 6501","53.351962","-6.279571","OPERATIONAL"
