"place_id","name","rating","review_count","price_level","address","phone_number","latitude","longitude","business_status"
"ChIJIwTgQq4JYUgRmdNFSLWoLYE","Munch Belfast","4.3","382",,"19-21 Church Ln, Belfast","+44 28 9032 5560","54.5996757","-5.925281099999999","OPERATIONAL"
"ChIJtyi3tWYEYUgRfdFwm6SUVLI","Jersey Street Grill","4.4","1369","2","6 Lisburn Leisure Park, Lisburn","+44 28 9267 2748","54.507103","-6.0505942","OPERATIONAL"
"ChIJGwQhYwAJYUgRSXvq051mvPs","Sicarios","2.8","33",,"Common market, Belfast",,"54.6024845","-5.9258999","OPERATIONAL"
"ChIJsRbaU8UJYUgRV-ljQGVHVxc","Pica","4.5","82",,"45 Belmont Rd, Belfast","+44 7985 530055","54.6003031","-5.876715099999999","OPERATIONAL"
"ChIJue0wCD0GYUgRzoKNgRUTHCI","Banbha","4.6","241","1","170 Andersonstown Rd, Belfast","+44 28 9060 3733","54.573113","-5.990285999999999","OPERATIONAL"
"ChIJxYmi0lAJYUgRRtotWUnN4Qs","Pie Eyed","4.8","16",,"16 Dunbar St, Belfast","+44 7899 155947","54.6024922","-5.9261418","OPERATIONAL"
"ChIJQSvAytIJYUgR7gL_7rroWWo","Peperi.co","2.5","27",,"353 Lisburn Rd, Belfast","+44 28 9000 7975","54.580811","-5.949202700000001","OPERATIONAL"
"ChIJ9QaRLPF0YUgR5Ylg08htExI","Haptik","4.8","700","2","29 Frances St, Newtownards","+44 28 9182 1039","54.5934038","-5.6936785","OPERATIONAL"
"ChIJJ9KDaisJYUgR7szLLe2ML9Q","The Burger Club","4.5","392",,"164 Cliftonville Rd, Belfast","+44 28 9013 0376","54.6178314","-5.9478114","OPERATIONAL"
"ChIJ20KVglYIYUgRtvfghi-Ts5o","Bright's Restaurant","4.5","1290","2","23-25 High St, Belfast","+44 28 9024 5688","54.5996186","-5.9275877","OPERATIONAL"
"ChIJu1ihT90JYUgR65S1RBJtU3U","Pottingers Cafe Belfast","4.2","294",,"7 Pottinger's Entry, Belfast","+44 28 9023 5986","54.5997952","-5.926633499999999","OPERATIONAL"
"ChIJU6n6nFwJYUgRK5-k78PpwGE","Pizza Punks Belfast","4.2","2316","2","20-22 Waring St, Belfast","+44 28 9031 4110","54.6011318","-5.926845699999999","OPERATIONAL"
"ChIJRTt-xk8NYUgRPaLX_QRWUA0","No 14 at The Georgian House","4.6","281",,"14 The Sq, Comber, Newtownards","+44 28 9131 1106","54.5507645","-5.7450309","OPERATIONAL"
"ChIJLWBa_i6nYUgR6M1RN47xCR0","Sozo","4.4","1019","2","671 Shore Rd, Newtownabbey","+44 28 9085 9090","54.6780132","-5.890025199999999","OPERATIONAL"
"ChIJe-A3ECEJYUgRxy6EP2X-exM","Flout!","4.7","381",,"Unit D5, 310 Newtownards Rd, Belfast",,"54.5985527","-5.8951525","OPERATIONAL"
"ChIJQVl9vwAJYUgR2RWZy9wWAAo","Hendrix Restaurant| Belfast","4.8","247","2","92 Stranmillis Rd, Belfast","+44 28 9002 4400","54.5785922","-5.9339477","OPERATIONAL"
"ChIJN4lkhfAIYUgRtUjCd00RmiU","Town Square","4.4","1373","2","45 Botanic Ave, Belfast",,"54.58819399999999","-5.9333184","OPERATIONAL"
"ChIJnbRamFoJYUgRsJluxgq_bbc","Urban Scullery","4.9","134",,"1-3 Lower Garfield St, Belfast",,"54.6014716","-5.930197199999999","OPERATIONAL"
"ChIJk_32clYIYUgRdpnhXpfeI8s","Revolución de Cuba Belfast","4.3","5009","2","25-39 Arthur St, Belfast","+44 28 9590 9249","54.5979282","-5.927955499999999","OPERATIONAL"
"ChIJpf1ZP3gJYUgRVl7Riz-sd9A","Seed","4.4","156",,"613 Lisburn Rd, Belfast","+44 28 9066 3550","54.5741287","-5.9576718","OPERATIONAL"
"ChIJYVxZDvgIYUgRnjw1jFU6ezo","Waterman House","4.8","58",,"5-23 Hill St, Belfast","+44 28 9043 4310","54.6017769","-5.9264432","OPERATIONAL"
"ChIJqXGVVOAIYUgRKT1OuqZnc0w","Soul Food Cafe","4.4","332","2","395 Ormeau Rd, Ormeau, Belfast","+44 28 9064 6464","54.577355","-5.9186438","OPERATIONAL"
"ChIJ7wVHElQIYUgRfoFKYPOxL1Y","The Spaniard","4.5","1548","2","3 Skipper St, Belfast","+44 28 9023 2448","54.6010255","-5.9263645","OPERATIONAL"
"ChIJy0JAi34JYUgRp3rSkzPB6pQ","Platito by Mangan","4.9","133",,"229 Castlereagh Rd, Belfast","+44 7944 428373","54.5863963","-5.892873199999999","OPERATIONAL"
"ChIJaYaZRlQIYUgR9FNw0-niZpM","Pablos","4.2","415","2","22 Church Ln, Belfast","+44 7594 475299","54.6000358","-5.9253665","OPERATIONAL"
"ChIJDcbHac0JYUgRO7SojMh2x38","Pepe's","3.6","215","2","75 Botanic Ave, Belfast","+44 28 9458 0444","54.58711539999999","-5.932747","OPERATIONAL"
"ChIJxQQhP5wJYUgRMVQgVDQyWww","Madame Pho","4.6","699","2","17 Botanic Ave, Belfast","+44 28 9023 2823","54.588896","-5.933627599999999","OPERATIONAL"
"ChIJZxTyb1UJYUgRMgEjO84lbKQ","Mr Snak","4.9","29",,"62 Woodvale Rd, Belfast","+44 7490 371323","54.6069021","-5.9621683","OPERATIONAL"
"ChIJJc0CRS8JYUgRGxBJ2yNMiX8","Stran-wiches","4.4","144",,"153 Stranmillis Rd, Belfast",,"54.5787804","-5.9344392","OPERATIONAL"
"ChIJxywVGYN1YUgRiNrIlD9d4nE","El Keto Burrito","3.7","3",,"1-25 Bridge St, Bangor",,"54.6632617","-5.6674229","OPERATIONAL"
"ChIJYYDZNNEKYUgRpGC99142H5I","McKees Farm Shop","4.6","1470",,"Strangford View, 28 Holywood Rd, Newtownards","+44 28 9182 1304","54.608625","-5.757005599999999","OPERATIONAL"
"ChIJUygIhPAIYUgRWov_vfb6ycY","Belfast Empire Music Hall","4.5","2441","2","42 Botanic Ave, Belfast","+44 28 9024 9276","54.5881666","-5.932798","OPERATIONAL"
"ChIJ6_JriVMIYUgRZMS_HTTxTKw","39 Gordon Street","4.2","502","2","39 Gordon St, Belfast","+44 28 9031 2807","54.602169","-5.925998799999999","OPERATIONAL"
"ChIJrXOzaO0IYUgRfo021nHG4lw","Ryan's Bar & Restaurant","4.5","2002","1","116-118 Lisburn Rd, Belfast","+44 28 9050 9850","54.58374269999999","-5.943612799999999","OPERATIONAL"
"ChIJRcYyh3UJYUgRpQzt04o5Yv8","Madisons Sandwich Co","4.2","115",,"39A Holywood Rd, Belfast","+44 28 9047 1330","54.598086","-5.887111099999999","OPERATIONAL"
"ChIJKRm_h_AIYUgR1lFiw5Ylmck","BaoBun Botanic","4.4","518","1","48 Botanic Ave, Belfast","+44 28 9032 9686","54.5878735","-5.9327331","OPERATIONAL"
"ChIJN_4HD1YIYUgRRZquCPH6bBY","The Treehouse","4","170","2","38-42 Upper Arthur St, Belfast","+44 28 9024 9009","54.5971021","-5.927529900000001","OPERATIONAL"
"ChIJsbfJPxmeYUgRwJPVXwA9lXc","Teddy's Bar & Grill","4.3","748","2","1 Castle St, Bangor","+44 28 9145 8455","54.6596743","-5.6656695","OPERATIONAL"
"ChIJkWNBd_AIYUgRom20ONbuNpw","SmashnBird - (Botanic Avenue)","4.5","1516","2","86 Botanic Ave, Belfast","+44 28 9094 5499","54.5869867","-5.932294199999999","OPERATIONAL"
"ChIJ25pahMQJYUgRWfV1ArZkrIg","Wok A Moley","2.8","52",,"43 Bradbury Pl, Belfast","+44 28 9024 3279","54.58855819999999","-5.9352847","OPERATIONAL"
