name,city,rating,review_count,address,phone,url
Chuy’s Tacos Dorados,Los Angeles,4.2,548,"1335 Willow St Los Angeles, CA 90013",+13236866272,https://www.yelp.com/biz/chuy-s-tacos-dorados-los-angeles-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
HomeState,Los Angeles,4.3,1447,"4624 Hollywood Blvd Los Angeles, CA 90027",+13239061122,https://www.yelp.com/biz/homestate-los-angeles?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Macheen,Los Angeles,4.6,114,"2633 E Cesar Chavez Ave Los Angeles, CA 90033",+13233544901,https://www.yelp.com/biz/macheen-los-angeles?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Sobuneh,Los Angeles,4.7,95,"11419 Santa Monica Blvd Inside the Colony ghost kitchen Los Angeles, CA 90025",+13108243799,https://www.yelp.com/biz/sobuneh-los-angeles-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Los Cinco Puntos,Los Angeles,4.4,888,"3300 E Cesar E Chavez Ave Los Angeles, CA 90063",+13232614084,https://www.yelp.com/biz/los-cinco-puntos-los-angeles?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Los compayitos food,Los Angeles,4.8,13,"888 South Figueroa St Los Angeles, CA 90017",+13233962972,https://www.yelp.com/biz/los-compayitos-food-los-angeles?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Guac Daddy Taqueria,Los Angeles,4.2,116,"1824 N Vermont Ave Los Angeles, CA 90027",+13237410041,https://www.yelp.com/biz/guac-daddy-taqueria-los-angeles?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqui Taqui,Los Angeles,4.9,160,"4972 W Pico Blvd Ste 102 Los Angeles, CA 90019",+13232723700,https://www.yelp.com/biz/taqui-taqui-los-angeles?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Tepeyac Cafe,Los Angeles,3.8,2724,"812 N Evergreen Ave Los Angeles, CA 90033",+13232681960,https://www.yelp.com/biz/el-tepeyac-cafe-los-angeles-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Tacos El Compita,Los Angeles,4.3,400,"4477 W Pico Blvd Los Angeles, CA 90019",+13239350490,https://www.yelp.com/biz/tacos-el-compita-los-angeles-4?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Zarape,Los Angeles,4.2,909,"5203 Fountain Ave Ste B Los Angeles, CA 90029",+13237410465,https://www.yelp.com/biz/el-zarape-los-angeles-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Azteca Tortillera,Los Angeles,4.4,51,"287 S Atlantic Blvd East Los Angeles, CA 90022",+13233068100,https://www.yelp.com/biz/la-azteca-tortillera-east-los-angeles?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Huero,Los Angeles,3.9,1439,"3000 S Figueroa St Los Angeles, CA 90007",+12137470012,https://www.yelp.com/biz/el-huero-los-angeles-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Bread & Breakfast - North Hollywood,Los Angeles,4.7,601,"5600 Vineland Ave. North Hollywood, CA 91601",+18188188307,https://www.yelp.com/biz/bread-and-breakfast-north-hollywood-north-hollywood?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Numero Uno,Los Angeles,4.5,553,"1247 Vine St Los Angeles, CA 90038",+13239571111,https://www.yelp.com/biz/la-numero-uno-los-angeles-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Best Damn Breakfast Burrito,Los Angeles,3.8,167,"9911 S Santa Monica Blvd Beverly Hills, CA 90212",+13107720795,https://www.yelp.com/biz/best-damn-breakfast-burrito-beverly-hills?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Gracias Señor!,Los Angeles,4.8,248,"15120 W Sunset Blvd Pacific Palisades, CA 90272",+13233863424,https://www.yelp.com/biz/gracias-se%C3%B1or-pacific-palisades?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Flamin' Taco,Los Angeles,4.0,816,"505 S Vermont Ave Los Angeles, CA 90020",+12134149398,https://www.yelp.com/biz/el-flamin-taco-los-angeles-13?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Cielito Lindo,Los Angeles,3.9,1117,"23 Olvera St Los Angeles, CA 90012",+12136874391,https://www.yelp.com/biz/cielito-lindo-los-angeles?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Burritos La Palma,Los Angeles,4.3,691,"5120 N Peck Rd El Monte, CA 91732",+16263508286,https://www.yelp.com/biz/burritos-la-palma-el-monte-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Ostion,Los Angeles,4.0,8,"1101 W Washington Blvd Los Angeles, CA 90015",+12137471948,https://www.yelp.com/biz/el-ostion-los-angeles?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Farolito,San Francisco,4.2,5565,"2779 Mission St San Francisco, CA 94110",+14158247877,https://www.yelp.com/biz/el-farolito-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria Guadalajara,San Francisco,4.0,1203,"4798 Mission St San Francisco, CA 94112",+14154695480,https://www.yelp.com/biz/taqueria-guadalajara-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria Cancún,San Francisco,4.0,2235,"2288 Mission St San Francisco, CA 94110",+14152529560,https://www.yelp.com/biz/taqueria-canc%C3%BAn-san-francisco-5?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Taqueria,San Francisco,4.1,4809,"2889 Mission St San Francisco, CA 94110",+14152857117,https://www.yelp.com/biz/la-taqueria-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Burrito Express,San Francisco,3.9,850,"1812 Divisadero St San Francisco, CA 94115",+14157764246,https://www.yelp.com/biz/el-burrito-express-san-francisco-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Burrito Express,San Francisco,3.6,990,"1601 Taraval St San Francisco, CA 94116",+14155668300,https://www.yelp.com/biz/el-burrito-express-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Cielito Lindo,San Francisco,4.4,371,"3440 Balboa St San Francisco, CA 94121",+14157420959,https://www.yelp.com/biz/cielito-lindo-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Castillito,San Francisco,4.1,933,"136 Church St Ste 1111 San Francisco, CA 94114",+14156213428,https://www.yelp.com/biz/el-castillito-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Al Carajo,San Francisco,4.8,219,"3224 1/2 22nd St San Francisco, CA 94110",+14154004146,https://www.yelp.com/biz/al-carajo-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Gordo Taqueria,San Francisco,3.7,852,"2252 Clement St San Francisco, CA 94121",+14153874484,https://www.yelp.com/biz/gordo-taqueria-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Corneta Taqueria,San Francisco,3.8,1398,"2834 Diamond St San Francisco, CA 94131",+14154698757,https://www.yelp.com/biz/la-corneta-taqueria-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Rancho Grande,San Francisco,3.8,503,"855 Divisadero St San Francisco, CA 94117",+14156738226,https://www.yelp.com/biz/el-rancho-grande-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Tacos El Patrón,San Francisco,4.3,930,"1500 S Van Ness Ave Ste 100 San Francisco, CA 94110",+14158297315,https://www.yelp.com/biz/tacos-el-patr%C3%B3n-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Pancho Villa Taqueria,San Francisco,3.7,2964,"3071 16th St San Francisco, CA 94103",+14158648840,https://www.yelp.com/biz/pancho-villa-taqueria-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Palma Mexicatessen,San Francisco,4.2,756,"2884 24th St San Francisco, CA 94110",+14156471500,https://www.yelp.com/biz/la-palma-mexicatessen-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Il Canto Cafe,San Francisco,4.7,715,"475 Sacramento St San Francisco, CA 94111",+14152023593,https://www.yelp.com/biz/il-canto-cafe-san-francisco-7?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Super Burrito,San Francisco,3.4,712,"780 El Camino Real Millbrae, CA 94030",+16505830487,https://www.yelp.com/biz/el-super-burrito-millbrae?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Cocina Mamá Cholita,San Francisco,4.9,195,"3471 Mission St San Francisco, CA 94110",+14158749720,https://www.yelp.com/biz/cocina-mam%C3%A1-cholita-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Chuy's Fiestas,San Francisco,4.5,290,"2341 C Folsom St San Francisco, CA 94110",+14158729222,https://www.yelp.com/biz/chuys-fiestas-san-francisco-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria Los Mayas,San Francisco,4.1,574,"331 Clement St San Francisco, CA 94118",+14155482800,https://www.yelp.com/biz/taqueria-los-mayas-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Tacos El Tucan,San Francisco,4.3,86,"3600 16th St San Francisco, CA 94114",+14155522515,https://www.yelp.com/biz/tacos-el-tucan-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Farolito,San Francisco,3.8,152,"1230 Grant Ave San Francisco, CA 94133",+14159137771,https://www.yelp.com/biz/el-farolito-san-francisco-5?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Gordo Taqueria,San Francisco,3.2,812,"1239 9th Ave San Francisco, CA 94122",+14155666011,https://www.yelp.com/biz/gordo-taqueria-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Corneta Taqueria,San Francisco,3.8,760,"2731 Mission St San Francisco, CA 94110",+14156437001,https://www.yelp.com/biz/la-corneta-taqueria-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Farolito,San Francisco,4.0,793,"4817 Mission St San Francisco, CA 94112",+14153375500,https://www.yelp.com/biz/el-farolito-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria Vallarta,San Francisco,4.0,980,"3033 24th St San Francisco, CA 94110",+14159363676,https://www.yelp.com/biz/taqueria-vallarta-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria San Bruno,San Francisco,4.5,1819,"1045 San Mateo Ave San Bruno, CA 94066",+16508731752,https://www.yelp.com/biz/taqueria-san-bruno-san-bruno?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria El Buen Sabor,San Francisco,4.1,741,"699 Valencia St San Francisco, CA 94110",+14155528816,https://www.yelp.com/biz/taqueria-el-buen-sabor-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Casa Barajas,San Francisco,4.4,196,"1849 Lincoln Way San Francisco, CA 94122",+14152429931,https://www.yelp.com/biz/casa-barajas-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Chino's Taqueria,San Francisco,3.8,526,"3416 Balboa St San Francisco, CA 94121",+14156689956,https://www.yelp.com/biz/chinos-taqueria-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Leonore’s Deli & Taqueria,San Francisco,4.7,53,"601 Van Ness Ave Ste k San Francisco, CA 94102",+14158725951,https://www.yelp.com/biz/leonore-s-deli-and-taqueria-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
