Pablos is a Mexican restaurant in Belfast. Customer reviews say: Nice Mexican atmosphere, exceptionally friendly server who made us feel welcome and promptly delivered three very large meals. The midweek taco deal at -ú13 was great value given the quality and portion size of food. Also a nice location to sit and watch time go by in the busy shopping area of the city. Hard to see how you could go wrong with pablos given their variety, taste and various deals through the week | Belter of a burger and equally impressive fries. Perfect for the end if a good night. Staff were great sorted us out with seating upstairs when place was busy. 10/10. | The burger was pretty bad. If youGÇÖre gonna insist on well-done bc you lack the kitchen permit or meat quality at least go with a thin smash patty or season properly or something. This was thick, grey and dry. Also room temp bc of the service. V sad bc the bun and toppings were solid. Onion rings were insanely greasy but I was so hungry I ate about 2.5 of em before feeling queasy. The service was really cold, I felt like an intrusion on their vape breaks (which I couldnGÇÖt care less aboutGÇªvape away bro). | Yeah really enjoyed the meal here. Great place for a quick, filling meal during a pub crawl. The vibe is burgers with a South American feel, so you get good tacos and really tasty nacho cheese sauce etc. The margaritas are fantastic too, and they were only a fiver as well. Bustling and busy, and cosy. Great dirty fries, good falafel, great staff. | Best gluten free dirty fries you'll find in all 32 counties!! Gluten free burger is fantastic too, highly recommend GÿåGÿåGÿåGÿåGÿå
El Habanero is a Mexican restaurant in Belfast. Customer reviews say: The food here is absolutely delicious and extremely fresh, my new favourite now being the quesadillas. The service was great and there is a wide variety of options - IGÇÖll definitely be returning for another amazing experience | It was gone too quickly to get a proper photo. Got a quesidilla on the way to the bus stop on a whim as a quick snack.  Pork was so fresh... Melted in the mouth  Guys English wasn't great. But tbh that's a green flag. | Best burrito in Belfast. Staff are very friendly, and all the food tastes great. Every option for burritos is worth it, so well worth the weekly visit. | I bought a Cuban sandwich on Saturday morning. Fresh and so delicious. CanGÇÖt wait to go back and try the burritos. | A highly recommended experience, the food was very good, we loved it. The staff were very friendly. We will definitely be back every time we visit, 10 out of 10 for service. Thank you very much.
Pepe's is a Mexican restaurant in Belfast. Customer reviews say: I had ordered chicken rice meal. Got the chicken rice hot flavour , with soggy fries.  Customer service it would say is poor. I agree to previous reviews they really donGÇÖt seem to be bothered about it.  I got the fries really soft and fried twice as i could feel from the taste. I was so hungry and thought would have PePes peri peri but I was wrong for the choice.  If you order please double check if its fresh.  Have a look at my pictures of fries in the worst condition i have ever had.  This is the second time experience i have had with pepes now. | Previously, I have given a 1 star for this review due to the behaviour of the old staff. But today, I have revisited the place, and I was greeted with new faces. The new staff are friendly and professional. They maintained cleanliness and often come upstair to clean and pick up the leftover/trash even when the condition is a bit busy for them. An excellent change of atmosphere, I really hope the new staff are not a temporary thing and the condition can be maintained. The foods are as tasty as other pepe's branches. Good management choice. | DonGÇÖt try this place the food is stink if u donGÇÖt want to play with ur health donGÇÖt eat from here .. | Pepe Restaurant serves some of the best chicken, and their unique spices make the flavour stand out. The food is consistently tasty, and you can really notice the quality in every bite. Overall, a great place to enjoy well-seasoned chicken and a satisfying meal. | Very slow service. The food wasn't very good. The paneer loaded rice had so much salt in it, it was inedible. I've eaten in lots of Pepe's branches all over the UK and never come across so bad.
Flout! is a Mexican restaurant in Belfast. Customer reviews say: I came here recently during lunch time. Had heard some amazing reviews, hence thought to give it a go.  The queue was alright. Ordered 4 different types of pizza slices,. The service was fast and staffs were very friendly.  I found the pizza's taste to be average. The base was very hard and tough to chew and felt the pizzas were too salty. The taste didn't meet up to the hype. | So, I went here with my wife and 3 year old son on a whim knowing it's always busy, with no expectations of getting in. Luckily we walked right up and got served by the most hospitable guy with a beard. When I told him I had never been before, he kindly talked me through how it all worked, what each dish was and made us feel very welcome. He also offered to exchange any food order we didn't like, which was a really nice touch for customer service. Honestly, it was a short but sweet interaction that made us feel welcome and appreciated - this makes all the difference in the world.  Of course we did not need to exchange any slices we ordered as they were all absolutely incredible. The pepperoni and Vodka Sausage were both fantastic. Would highly recommend both. My son had a classic slice of Margherita and he ate most of it without complaint (was slightly too big for him, but I gladly helped him finish the portion).  Will 100% come back on account of both food and service. As it is a bit more expensive than its competitors, the service really tipped the scales on whether or not I'd return. The pizza is top quality, but it's the service that made the whole thing exceptional. | Was excited to try this place after seeing plenty of videos on social media.  It did not disappoint, next level pizza. Crusty base, all homemade fresh ingredients including flour.  Really really tasty. | I really like the concept of this place (different varieties of pizza and by the slice), but the pizza didn't wow me unfortunately. It was quite good and I enjoyed the more interesting toppings available (like the sprout one!) but to me, nothing super special considering the huge line out the door. | Pizza was good i tried three slices, one of which was a spicy meat and it was lovely and definitely very filling but the waiting times are a bit mad as the slices are re-heated which slows the que alot..also tried the ranch but dont recommend as I found it had no taste whatsoever. They ask if you want extra toppings which included hot honey, basil and some sort of cottage cheese which I got and they all went well together =ƒæî
Sicarios is a Mexican restaurant in Belfast. Customer reviews say: Really good tacos packed with flavour but was a hefty -ú27 for the two dishes, I think a few added salsas/guacamoles in a pot on the side then it would be justified | Ordered here today, first of all what is up with your staff. So impolite. Second of all, to charge 16 quid for a burrito that has about as much flavour as a boiled spud is something. No spice, no salsa, no sour cream, actually had to double check this wasnGÇÖt a frozen burrito from Iceland.. Paid an extra 3 quid for guac but sure they didnGÇÖt wack it in, not sure it would have done much for flavour anyway. Had to open it up to have a nosey, and yes confirmed all dry no flavour a lovely 20 quid spent. | ShouldGÇÖve realised when we arrived and there wasnGÇÖt a single person in the queue that it was best avoided. The staff were absolutely miserable GÇö not an ounce of customer service. It was genuinely awkward ordering, as they didnGÇÖt say a single word, not even a simple hello. The food is extortionately priced for what you get: dry, tasteless, and completely lacking in flavour. To be fair, it looks appealing, but thatGÇÖs about as far as it goes. Definitely wouldnGÇÖt return, and I wouldnGÇÖt recommend anyone else waste their time or money here. | The person who served me kept vaping while working at the stall... gross.  The food tasted okay, super expensive, but it made me feel a bit sick about 6 hours after eating there.  Hygiene was definitely an issue, and on previous visits to the market, the staff was rude and smelled like alcohol. | Never usually write reviews but feel I must after an awful food experience yesterday (Sat 22 Nov 2025). I ordered tacos and I got a soggy cold salty mess on a plate. I am convinced they had been lying around for a while and reheated. Unfortunately in contradiction to my better judgement, I ate them. I am have regretted that decision every minute since. I will now actively avoid this food outlet and strongly recommend everyone else does the same.
Taquitos is a Mexican restaurant in Belfast. Customer reviews say: IGÇÖm so glad that the Boss still serves me as I come at the very second it halfway closing. The all time classic burrito is nothing I have tasted before. Fresh ingredients and is very unique with its secret sauce. The chicken inside is real juicy. They outdelivrted my expectation. Its premium pricing is justified. | Incredibly good tasting food, best chips of my life. Really good lads to talk to as well, great stories of where the food has come from. Insanely good chips honestly, crispy as and so fluffy, tacos and Garybox was incredible, really good food and fills you so much | Fabulous food and incredibly friendly and informative service! All gluten free made it a super treat! WeGÇÖll be back. Maybe today. | Stopped on way to the Belfast giants. Unbelievably tasty, the 2 gents running it were hilarious and very friendly & the tacos and nachos amazing.  Will be back for more. An artist behind the grill and can taste love in his food!! | First time trying birria tacos - my life is changed for the better=ƒñ» I mean holy shit look at the photos, this was a cathartic experience  The men that run the van are absolutely lovely too!
Munch Belfast is a Mexican restaurant in Belfast. Customer reviews say: Was in Belfast for the day for Boundary jubilee festival at the Portview trade centre. This came highly recommended  Two of us had the full Irish breakfast and one a burger. We all had coffees. The food set us up for the day. Would I go back ? 100%. They even serve beer. Think I saw one lad drinking a pint of Guinness. | Visited yesterday and I would highly recommend! Super friendly staff and quality food, the eggs benedict with a choice of salmon or bacon were on point, absolutely delicious! I opted for the salmon. | We visited from Alabama USA and had Munch on our list for a Full Irish Breakfast and did we get a Breakfast.  The wait staff is wonderful in the kind service we received unlike many places in the US. They treated my wife and I as if they had known us forever. Now,  the Breakfast was unreal. I am a big man at 6'4 and 235lbs and no way I could eat all on my plate although I wanted to devour every bite. I recommend that you visit if you plan a trip to Belfast. You will not be sorry and make sure you are hungry.  Thank you to all at Munch. You gave us a experience to remember. | Food 10/10- service 10 /10 - atmosphere 10/10  Munch is one of my favourite places in Belfast for breakfast. ThereGÇÖs a huge selection, and breakfast is available all day. The quality of the ingredients is excellent. At weekends the place can get busy, but itGÇÖs worth the wait. The atmosphere is great, the staff are very friendly, and the food is very well priced. Highly recommend this place. | What a wonderful find after a chaotic morning of travelling. Huge menu selection, very reasonably priced and great portion sizes. A hidden gem for sure, Charlene and the girls are a credit to your team and go above and beyond to cater to everyone's needs. Will definitely be back the next time I'm across the pond!
Bootleggers is a Mexican restaurant in Belfast. Customer reviews say: Very tasty burgers, I had the one with fired Camembert. It was delicious! And not to mention the sweet potato fries sent me to heaven. Warmly recommend this place. Book upfront! I was alone and they made exception to accommodate me on one bar table. | Best bar ever in Belfast!! Sooo so nice, OMG that burgers!!! Like heaven=ƒÿï beautiful...and the Blue moon beer! All the staff are very friendly, very cool place. So big american style bar, very spacious, cosy. Highly recommend!=ƒÿì | Good and service was so gooood!! Wanted all the foodGÇª ended up ordering too much though because it all looked & sounded so good. Highly recommend their nachos and chicken wings!! | Amazing food , The Plain Jane burger was one of the best I have had. The music and atmosphere were fantastic. I Would highly recommend! | The staff extremly welcoming and kind. Food is amazing. Best burgers and fries =ƒññ=ƒÿü
The Burger Club is a Mexican restaurant in Belfast. Customer reviews say: Lovely friendly, modern restaurant. Food was amazing especially the loaded fries. Service was great, fast and polite. I would highly recommend this little gem everyone. | I rarely write reviews but we had the best food tonight at The Burger Club Belfast. It was my sonGÇÖs 13th birthday and they kindly let us share a surprise video message from his friends on their big tv screen. My son said it the food was 10/10GÇª the best cheese burger he had ever tasted. We shared starters of peppered chicken with tobacco onions and peppered sauce on chips and chicken wings smothered in Franks hot sauce. I had the peppered buttermilk chicken burger. Was perfection too. If only you could taste it from the photos. | Came in for some lunch. The burger and chips were fantastic. Presentation was great and the food didnGÇÖt take so long. The young waitress was very sweet and polite however there was an older woman who was a bit more bull than lady. Maybe a bad day? Probably more of a bad life. She might need to settle it down. Other than that angry grey cloud of a woman it was a nice feed. | Great little spot! Burgers were first class, as we're the goujons. I got the Christmas applewood smoked burger and loved it (a word of warning, the goujons come with chips. I didn't know that and was quickly stuffed!). I tried the mozzarella sticks and peppered loaded chips too and they were very tasty. All washed down with a biscoff milkshake. 10/10 will be back!! We booked a table and it was quiet when we arrived but got busy real quick so I'd recommend reserving if you're going around dinner time. | Great fast food burger joint that has the nicest burgers with a great menu choice. I love the Korean sticky chicken burger always my go to. Great section of dips to go with succulent chicken wings and loaded chips. Full bar licence which serves cracker selction of ales an Madri on draught perfect all rounder that goes down nicely with a great burger. I always sit in but you can do takeaway an they deliver.
Stran-wiches is a Mexican restaurant in Belfast. Customer reviews say: First time trying Stran-wiches today. My friend and I went at lunchtime for takeaway and were served immediately by a very pleasant member of staff. The music in the shop when we arrived was very loud, but a member of staff must have thought so too, and quickly turned it down a bit. I ordered the Reuben with pastrami, cheese, pickles, sauerkraut and mustard, and my friend ordered the Mexican chicken on a wrap. We waited less than 10 minutes until our order was ready, and we were able to pay separately using both cash and card payments.  Now, onto the sandwich itself. I personally didn't feel that it was worth -ú12 for the size of my Reuben, and at -ú11, my friends' wrap was even smaller still. My foccacia was quite dry, and I'd have loved either a dipping sauce or even a little bit of mayo in addition to the mustard. There was SO much sauerkraut that I couldn't taste the cheese at all. I love sauerkraut and pickles in general, but to have so much on there that it overpowered everything else was really disappointing. The flavour profile was just really unbalanced for my taste, though the pastrami when I tried it by itself, was thinly sliced and super tasty.  Now, onto the reason for the low rating. Most deli's will wrap a sandwich in paper, slice it in half, and THEN wrap it in foil. At Stran-wiches, they wrap it in the paper and foil and then slice it which means that when I went to eat my Reuben, I kept finding tiny bits of foil throughout the first few bites closest to where it had been cut. I found this really off-putting because it effectively forced me to use my fingers to dig through my sandwich to remove them, which on an airated bread like foccacia wasn't easy!! Such a silly mistake to make, but it significantly affected my enjoyment of my lunch, and my first impression of this place.  My friends opinion of her Mexican Chicken wrap was that everything was fresh and the texture of the wrap was so pleasant, but the sauce was so overpowering that it was all she could taste. After eating her wrap, she was still a bit hungry too, which after spending -ú11 definitely shouldn't be the case.  Overall, I'd probably go back to Stran-wiches and maybe try one of the salad bowls next time but I think, especially on Stranmillis where you have really class places to choose from for lunchtime offerings, it would be way lower down on my list. | IGÇÖve been to stranwiches a good number of times and I have loved it every time. It does depend on the menu whether or not I go and visit but most months you will find something you like or want to try. My favourite will always be the turkey sandwich with pear slices, it sounds weird but it is the perfect combination. I think their sandwich ideas are original and cater towards everyone. As everything is fresh to order and there is always a line you can be waiting for around 15 minutes which seems like a long wait but gives you time to go next door for some traybakes or across the street to the shop and I would say the wait is worth it because the sandwiches are huge and have sometimes done me for lunch and dinner on the day. | Very decent hand made fresh sandwiches/wraps and focaccia, with very interesting fillings and ingredients. Excellent flavour and presentation (with maybe a bit too much filler lettuce?). Certainly a "wee treat" place as apposed to a daily, given the prices. Fair play to the owners to get away with it around Stanmillis, but it seems way above, +c.50% more expensive than other very similar places in Belfast (e.g. Tasty Nosh, Stacked, Thyme, West). Serious hipster tax. | Salmon and cream cheese bagel was lacking in the salmon department considering the price. My colleagues also found their Caesar wraps and turkey club quite disappointing for the price and the wraps were short on meat. Wait time was also a bit on the extreme side. Overall a grand lunch and does the job but really not worth the price. | Stu
Revoluci+¦n de Cuba Belfast is a Mexican restaurant in Belfast. Customer reviews say: We came on a Sunday evening and they had a live band at just the right volume. It's huge and ornate. As a visitor to Belfast, I was generally disappointed by the range of beers (craft beer doesn't seem to have reached here), but this bar had a somewhat better selection than most. | We went for the Happy Hour, you could get 2 of the same cocktails for -ú12 and 3 different tapas for -ú19.50. The food was better than I expected. They also had live music the night we went, the singer was very good. | Food was of excellent quality for such a lively bar/venue. Harry and Katie made us the best Mojitos we've had in years and we've had lots! Great spot and I'll be back just for the cocktails and friendly service   please keep it up, keep the staff and keep hiring well =ƒæì | Great food, friendly staff and lovely ambience. We will definitely return. | We came here for our work's Christmas 'do'. It wasn't our first choices, but we wanted a good night out, and Revoluti+¦n de Cuba looked good - on paper.  The atmosphere was lively, any other night, it would be perfect. Unfortunately, it wasn't ideal for us; far too loud, so loud we couldn't hear what the person, who was sitting next to us, was saying. Usually on a 'work's night out', the ambient music is lower during meal times. I understand this is more of a club scene, and if we were just going to use it as such, it would be fine, and my ratings would reflect this, but as a Christmas meal venue, it did not work for us at this time.  The food came out promptly, as we had pre-ordered that was to be expected, my starter was nice, except I wasn't expecting hot chilli peppers on my prawn cocktail. I suppose that was a Mexican twist on a Christmas classic! My slow cooked beef was chewy and not very warm, but my pudding - banana Eton Mess - was delicious! For the price, I would've expected better.  All in all, as a Christmas meal venue, it did not work. As just a Christmas drinks night out, it would've been ok.
